ID_K,LK_ID,LK_ID_Name,Name,no2_avg,pm25_avg,pm10_avg,co_avg,so2_avg,pb_avg,Settlement_Area_in_Flood_Zone,Sealed_Area_per_Capita,Population,New_Housing_per_Capita,Permit_Housing_perCapita,Age_below_6,Age_6_18,Age_65,School_Primary,School_SpecialEdu,Migration_Balance,Purchasing_Power,Recreation_Area_per_Capita,Forest_Area,Water_Area,Population_Density,Highway_Access,Airport_Access,Highspeed_Rail_Access,Supermarket_Access,Doc_GP,Pharmacy_Access,Broadband_50Mbps,Broadband_100Mbps,Broadband_1000Mbps,Public_Transport_Access,Traffic_Accidents,Child_Poverty,Daycare,Emp_Rate,Emp_Rate_Women,Unemp_Men,Investment_Allocations,Land_Price,Emp_Primary,Emp_Secundary,Emp_Tertiary,Emp_Creative,Emp_AO_Academic,Emp_AO_Vocational,Emp_AO_NoTrain,Emp_Expert,Emp_Specialist,Emp_Professional,Emp_Helper,Charg_Points_per100EV,Share_Car_Hybrid,Share_Car_Electro,Apprent_Positions,Apprent,Share_Women_Council,Emp_Rate_Foreign,Income_Median_Age25to54,Income_Median_Age55to64,Pay_Gap_Gender,GDP_perCapita,Rent_NetAvg,Age_18_65
1051,2,Landkreis,Dithmarschen,0.514667387006355,0.4074301761470938,0.6294366349859559,0.5515222548061663,0.14746999613962275,0.08135088565458706,0,0.5590361445783133,0.22864187273480485,0.4529828239090374,0.6009244726396357,0.34563759973277863,0.3732590795635393,0.6010568525974739,0.1523809523809524,0.1,0.7512195401249974,0.2175599951682126,0.10813754103109134,0.027439024821803205,0.3493516432987364,0.05004967414710204,0.21615805599462617,0.5047669948445996,0.17897604437172007,0.5005573426744756,0.2910103030211071,0.46364315417568597,0.8974455929417472,0.9490256555778609,0.9193393426237972,0.16565057435502836,0.4147755608793626,0.5470793463090259,0.04311251314405889,0.5741703072287677,0.4221104508163681,0.5212278789313354,0.1165410768554566,0.023317083270635964,0.39213806643498,0.40288586670750137,0.7033553192727898,0.02846975171247923,0.07441555180659279,0.7065518967265412,0.5243415851277025,0.2895403634814312,0.4002541111804067,0.8449463006933312,0.5528662074491899,0.3806752115768957,0.04171362912433187,0.3083164452495115,0.46519498282809424,0.876854663142129,0.48011699669034136,0.39856753902948233,0.24583417549843192,0.317889541539589,0.47175831307946164,0.23380433358834843,0.22589531680440766,0.41218340970146855
1053,2,Landkreis,Herzogtum Lauenburg,0.3415441557318651,0.3361145060419027,0.6078014846190458,0.5839369536732304,0.34266520449125015,0.12102043220855234,0.0036101083032490976,0.23132530120481928,0.19732982698005505,0.33973710813829505,0.386748836706057,0.5671140748978416,0.6991643794422805,0.414134789334973,0.19523809523809524,0.23333333333333334,0.7444653071886995,0.3632334904347345,0.10963491177864573,0.3867137200063113,0.2974828525934459,0.10928883109974838,0.15003911869580652,0.31185956476083065,0.225871219920801,0.39732466279492423,0.3985680166305033,0.3895287328423745,0.943194612944255,0.9749025631791743,0.9733542425721609,0.06242926057778441,0.3488441781167183,0.4045335907782942,0.10620399579390116,0.5709715137772946,0.47361796703162495,0.3631613895862007,0.07540365435663318,0.1027297769585581,0.14860977056224106,0.426556409464457,0.7264372130518555,0.0654804312719803,0.1705630716943299,0.6068851373577098,0.5387071319881803,0.3637350885267295,0.5069885623713477,0.6573506959485045,0.545859920548601,0.09429569715715479,0.15558062370301032,0.3752535509709726,0.32989134531733083,0.6189910804564418,0.5309941270207557,0.4161827867723336,0.2680506480988077,0.2989993239401799,0.6164046591766643,0.06833733775417508,0.4035812672176308,0.4912973435413685
1054,2,Landkreis,Nordfriesland,0.3632699174064437,0.3125830002278988,0.6134066541696822,0.5239074437411587,0.1417142571967829,0.084196140688112,0,0.4578313253012048,0.35293236965528224,0.6814964500085153,0.9445300252247049,0.36577181020119487,0.3286906131886396,0.5601056726616735,0.2619047619047619,0.26666666666666666,0.855909971711839,0.2512171971557121,0.205276211126814,0.03449936328046394,0.2967200586084181,0.03987530718313217,0.7871674307464334,1,0.1970457457948518,0.3918655578425315,0.36945104168247334,0.5688174881128275,0.5718642043572182,0.7890880988702901,0.6625271482129499,0.2870522263926118,0.6056452898608207,0.3317349795509798,0.07886435331230283,0.5633746081203471,0.5699329983918527,0.3997386272323541,0.17303550901281375,0.042235169685491215,0.22051772627225374,0.2945849543838148,0.8841631610966425,0.0839857689305685,0.09087916779556343,0.6701832770518952,0.47486035007762084,0,0.5112240314611517,0.714777948715401,0.5802547622517219,0.313736930440732,0.08568207443842063,0.6146044827312348,0.24977741376183454,0.663798267029384,0.4902533834570672,0.44308947366885826,0.19369595348567,0.2326242648339256,0.5189097310750879,0.20981072484198227,0.4449035812672176,0.4691455763652871
1055,2,Landkreis,Ostholstein,0.40231940839959346,0.3472079374581849,0.6381086191696507,0.5129248961831192,0.21560511757118045,0.05685216521795816,0,0.39518072289156625,0.2219758968982125,0.41860464856988433,0.4098613323184814,0.1510067385256029,0.08635082249757542,0.7826949048341355,0.19523809523809524,0.2,0.8277673821908054,0.2875185617941096,0.28202336050617716,0.12933247959180696,0.27993899103000675,0.09388167959399998,0.1077856010505491,0.5464670765089619,0.29284383237780204,0.333992800396732,0.5225138764547892,0.3601265886155286,0.7155929039368296,0.8629773857139907,0.7495780445265418,0.19743991576994047,0.6802981857267566,0.3530950401554483,0.0946372239747634,0.6309475182506022,0.5950585615109525,0.3644675059332106,0.03950484300913164,0.09273948908431931,0.13614572536301814,0.32976653780724924,0.8568069150130453,0.08683274134430631,0.10668422407208435,0.6674070837303907,0.4876296912374759,0.2960550327048516,0.4311732334607593,0.7270290842887338,0.6394904511991175,0.36350407714870214,0.14768883423688597,0.32860040202547985,0.3135125296866549,0.5958457152996268,0.3103314029391275,0.6037553576801269,0.151488211261192,0.19772539906346565,0.6507858351076488,0.11588021911474965,0.39669421487603307,0.3219935734113074
1056,2,Landkreis,Pinneberg,0.7294163157100931,0.6112523925674073,0.7369210617696814,0.6443620636210275,0.3916361131703722,0.21983970945769843,0.010830324909747292,0.13253012048192772,0.08376935446733194,0.46612742603448687,0.36209554723819287,0.5033556617416152,0.604456820072735,0.3830911143250223,0.3333333333333333,0.3333333333333333,0.7429643705123182,0.3807751330079277,0.06904249616571295,0.10799101754183421,0.42028988353752406,0.38741395192825817,0.11150233771232981,0.12714960376842976,0.24781300608174966,0.11246778328197293,0.7029435382304299,0.12596660179830038,0.9382385612179583,0.9657053074776748,0.9207861128091642,0.05016629365758667,0.3925400336222473,0.4921534821221907,0.12618296529968454,0.6797280506974894,0.5703516885545828,0.4101893021546457,0.11795837301786304,0.2146998501836086,0.21380632347315187,0.4429312509671255,0.6905320993031147,0.09252669465642904,0.23510044762717003,0.5099944654053958,0.589784496627601,0.3926891317780505,0.5362134485444033,0.6470137729250554,0.4675158782219868,0.1394062984376665,0.2908680898526783,0.3955375077469409,0.22129248748525057,0.510682539354632,0.489668611932986,0.48703063797934437,0.33637641725833284,0.3612984321590518,0.5989685328704694,0.12441126945587187,0.5247933884297519,0.5704113905546508
1057,2,Landkreis,Plön,0.44298142833947646,0.16981127841473856,0.6096540554696952,0.5365836784846897,0.2423636272304233,0.03847167275201177,0,0.2819277108433735,0.1632888075891918,0.5075834269688275,0.1571648764869141,0.37248321369066584,0.4484678518792354,0.6908850400366856,0.1380952380952381,0.16666666666666666,0.6645403486547474,0.29261846560237553,0.22580381302632474,0.14906931422182496,0.7368421129204277,0.07323319050106906,0.28501563546878,0.5920876321896382,0.23318514864111675,0.4174264192153899,0.3762927332594867,0.43091066549829743,0.7468548021404204,0.8746687338380815,0.7855075812625053,0.16765653844586256,0.29124673583791233,0.36791632027203475,0.07255520504731862,0.5493802680873218,0.49162467917327307,0.3076419766159792,0.11151775587515356,0.10229709174974612,0.25311601415717044,0.3644617287777464,0.7849966875155614,0.11601423403905824,0.17155087986114892,0.6252081827276168,0.6209098227882113,0.36952589027381355,0.3900889368935012,0.6929554583025282,0.5891720424235649,0.10389988628557366,0.09244644237006214,0.43002028262685515,0.19761433733819606,0.5792284633023587,0.6348927978051144,0.3523035149305789,0.22589177214215359,0.27692910101722307,0.5810413298828639,0.04345509064287638,0.3347107438016529,0.27689873071515586
1058,2,Landkreis,Rendsburg-Eckernförde,0.6712931513849837,0.2505540941284816,0.6464999847554437,0.5482848623400319,0.23123550297084217,0.06307522274544279,0,0.3686746987951807,0.3730782015495872,0.3832153759517345,0.40215717935977247,0.43624162684689227,0.5682450905698306,0.5059445281516579,0.3380952380952381,0.4,0.6915572446147826,0.3183761960922407,0.18088262828669788,0.1538831811788328,0.3142639201718573,0.07866294991432347,0.166666668998616,0.507707401341828,0.21425499306069593,0.36911361748946675,0.4238663490281165,0.3879969957566148,0.8082349166773065,0.8946219489409765,0.8409694353700633,0.12533487861093814,0.4120269569446506,0.3247602692778937,0.14826498422712933,0.5105957363859861,0.45351748458745966,0.4532983673545681,0.048618584848389865,0.06148498485051557,0.25023967581291817,0.38553827122225276,0.7576404414319642,0.14163701970128478,0.2011854074824097,0.6424209202169038,0.5562649380273444,0.37857402663260825,0.5074120810053588,0.7032923813259774,0.43375799378022206,0.2075087367472212,0.14092446630524444,0.47261664021715505,0.2901905175206402,0.6777447780669632,0.3563352761209668,0.2748741661210638,0.2876310239221244,0.33236418364660475,0.5925835992004821,0.14724962120832144,0.3278236914600551,0.44936701745638996
1059,2,Landkreis,Schleswig-Flensburg,0.3995307124642948,0.1607437303740996,0.6167982525548965,0.5218471820739412,0.19123903640094211,0.08810917253053761,0,0.41445783132530123,0.35060354115714787,0.6926188093619005,0.6040061338231182,0.5268456539610091,0.6211697625218178,0.5435931224583407,0.3047619047619048,0.3333333333333333,0.7230769506039637,0.23417524155236996,0.14889329975999466,0.08071245087116835,0.4088482283662333,0.0546486969730992,0.2153755841365886,0.7338501126870285,0.16047612954661575,0.5200463189683883,0.15290369178944824,0.5008721160276831,0.7563858722130408,0.8782540139950324,0.7902097683387757,0.1715373372913267,0.4126612253435297,0.31299041451264514,0.11356466876971609,0.45821663756962605,0.455192564727247,0.3141738041697546,0.09750627214495305,0.051287968050046574,0.28187919186939137,0.37029831451980894,0.7706774279336929,0.07188611920288986,0.0879157118932515,0.6382565243296608,0.595371140468501,0.31451320464470817,0.42990255638028746,0.6960183152183901,0.6808917012900071,0.19994179144744656,0.04171362912433187,0.4421906566924358,0.24942141160762815,0.6272997630529591,0.3832358816372323,0.29287649562666684,0.15619913798711527,0.19586288570105725,0.6053536539027891,0.11996800983244789,0.27134986225895313,0.3678797244514572
1060,2,Landkreis,Segeberg,0.547193343856987,0.37069273275678494,0.6597818922800001,0.6216283818960164,0.345048071746475,0.13669947755292483,0,0.24819277108433735,0.2127686926999652,0.6076845165070849,0.5747303893163269,0.5268456539610091,0.5766015617943719,0.36789959837334035,0.2714285714285714,0.3,0.8183865190171276,0.300446439397329,0.10723912273675766,0.24486522534857583,0.12356979765009145,0.14978932408415224,0.09409233420708231,0.16911698275435935,0.28610355799790793,0.3032238035791871,0.5218774259138433,0.28673849837049054,0.8581776307809829,0.9348402150311791,0.9221123801370271,0.11255184890230133,0.4277257450543219,0.33565826447272973,0.14090431125131442,0.7177127315090915,0.6494973880986222,0.35597650385892055,0.053964834241487694,0.06804741875418595,0.10162990525067614,0.4307717179533576,0.7311390984204921,0.07544484320470868,0.23575897593776213,0.5449750943242785,0.5841979288979848,0.4064422686694255,0.5578144741986845,0.5945634435788509,0.4980892193313055,0.12136204959885213,0.2886133005421304,0.4036511388180965,0.2216486254663078,0.433827932810388,0.5083820443092706,0.4287650116484502,0.32902512292299807,0.365945466330463,0.6927799174556443,0.15773571663155184,0.47520661157024785,0.5909809937362974
1061,2,Landkreis,Steinburg,0.6536881241103034,0.301716101559599,0.5815710586958388,0.59080481830916,0.22936421358841422,0.10276085519877455,0.018050541516245487,0.41204819277108434,0.15800531757816444,0.33164813705003987,0.4329738279309042,0.4060402311380273,0.4623954810184305,0.45310441789329986,0.14285714285714285,0.13333333333333333,0.7726078967097331,0.2166197092980827,0.08891672560133985,0.11424903081337068,0.4187642955674668,0.07742969093661942,0.12871673724476826,0.28103002737350125,0.10110425930346856,0.33687552537588317,0.4421638468658486,0.355546154896588,0.8562713004203891,0.9342166621928965,0.9141548681567657,0.13240159218114922,0.3300972883627938,0.4006103058565442,0.04311251314405889,0.6153537814918426,0.4778056673810954,0.3912476251580641,0.1051668395485019,0.0479226158254186,0.2655800479269325,0.4591439616521494,0.6571916947707416,0.09679715327703539,0.15475798401595145,0.6513048659317017,0.5538707055876899,0.374592859060461,0.4777636358054807,0.7354516487172421,0.4707006645287735,0.10739231617269274,0.055242391866824926,0.34482756744625326,0.46572905397283837,0.8035608558845265,0.3265107386237306,0.3250096724289202,0.30555153578634575,0.3468238811774984,0.5805500658391208,0.13152047807347458,0.23278236914600545,0.5498416741996073
